SalePrice,LotArea,LivArea,BsmtArea,GarageCars,Bedroom,Kitchen,OverallQual,ExterQual,KitchenQual,Neighborhood,ZoneClass,BldgType,LandContour,Fireplace,CentralAir,MoSold,YrSold,Latitude,Longitude,TotalBath
139000,498,116,61,2.0,3,1,5,TA,TA,Crawfor,RL,1Fam,Lvl,1,1,11,2007,42.0167802040816,-93.6462507346939,2
278000,1891,170,173,2.0,2,1,7,TA,TA,ClearCr,RL,1Fam,Low,1,1,6,2006,42.0315284028807,-93.66847303732,1
249000,1151,248,97,2.0,4,1,7,TA,Gd,NWAmes,RL,1Fam,Lvl,1,1,8,2009,42.0521029581227,-93.6383245317947,3
136500,1031,137,100,1.0,4,1,5,TA,TA,Edwards,RL,1Fam,Lvl,1,0,7,2007,42.0238414218346,-93.6597884825365,1
64500,442,95,95,0.0,2,1,3,Fa,Fa,IDOTRR,C (all),1Fam,Lvl,0,0,10,2006,42.02348365,-93.60706065,1
150000,1198,139,139,2.0,3,1,6,TA,TA,Timber,RL,1Fam,Lvl,1,1,7,2008,41.9998270716194,-93.6447289564336,2
225000,725,187,83,1.0,3,1,5,TA,Ex,Edwards,RL,1Fam,Bnk,0,1,8,2006,42.02700265,-93.6629474406524,3
93900,139,101,51,0.0,3,1,4,TA,TA,MeadowV,RM,TwnhsE,Lvl,0,1,5,2007,41.9925693,-93.6021357,2
130000,344,112,111,2.0,2,1,8,TA,TA,StoneBr,RL,TwnhsE,Lvl,0,1,8,2006,42.0597417755102,-93.6349551428571,2
230000,465,122,122,2.0,2,1,7,Gd,Gd,NridgHt,RL,Twnhs,Lvl,1,1,7,2009,42.0583326235533,-93.6501218475131,2
124000,121,114,52,2.0,2,1,6,TA,TA,Blueste,RM,TwnhsE,Lvl,1,1,5,2009,,,2
145900,815,204,118,0.0,4,2,5,TA,TA,Edwards,RL,Duplex,Lvl,0,1,9,2008,42.0208017342698,-93.6785484094442,4
115000,513,113,52,1.0,3,1,5,TA,TA,BrkSide,RM,1Fam,Lvl,1,1,4,2008,42.0314645889672,-93.624726626426,1
239500,913,188,105,2.0,3,1,8,Gd,Gd,SawyerW,RL,1Fam,Lvl,1,1,6,2009,42.0307869205888,-93.6822154525524,3
181000,942,122,97,2.0,3,1,6,TA,Gd,NWAmes,RL,1Fam,Lvl,1,1,1,2006,42.0497753800013,-93.6304667912681,2
175000,1197,136,48,2.0,3,1,5,TA,TA,Sawyer,RL,1Fam,Lvl,1,1,10,2009,42.0333834844122,-93.6700116887824,2
149500,752,182,82,2.0,4,1,4,TA,TA,OldTown,RM,1Fam,Lvl,1,1,6,2010,42.0289967346939,-93.6217117142857,2
270000,1350,151,150,3.0,3,1,8,Gd,Gd,Timber,RL,1Fam,Lvl,1,1,11,2007,41.9953339090909,-93.6479098484848,2
145000,952,89,60,1.0,0,1,4,TA,TA,Sawyer,RL,1Fam,Lvl,0,1,5,2006,42.0334558790515,-93.6693489594496,0
241500,3633,127,129,2.0,2,1,7,TA,TA,ClearCr,RL,1Fam,Low,1,1,4,2008,42.0286257093779,-93.6660269241415,1
112500,557,86,86,1.0,3,1,5,TA,TA,OldTown,RM,1Fam,Lvl,0,1,6,2008,42.0322018163265,-93.607683877551,1
152000,1274,145,85,1.0,4,1,5,TA,TA,IDOTRR,RM,1Fam,Lvl,0,1,6,2007,42.0213987364338,-93.6266530521995,2
186500,953,166,87,2.0,3,1,6,TA,TA,Gilbert,RL,1Fam,Lvl,1,1,5,2008,42.0580097096411,-93.6418228598139,3
185000,1089,134,134,2.0,2,1,6,TA,TA,NWAmes,RL,1Fam,Lvl,1,1,2,2009,42.0480979226951,-93.6346241409507,2
244000,1037,196,196,2.0,3,1,7,Gd,Ex,NAmes,RL,1Fam,Lvl,1,1,4,2010,42.05135967551,-93.6172786098758,3
82375,959,125,50,0.0,3,2,3,Fa,TA,IDOTRR,RM,2fmCon,Lvl,0,0,5,2008,42.0241362148919,-93.6240256097643,2
171000,859,159,80,2.0,4,1,6,TA,TA,NAmes,RL,1Fam,Lvl,1,1,3,2008,42.0400693315131,-93.6075988978479,2
220000,1342,166,166,2.0,3,1,7,Gd,Gd,NWAmes,RL,1Fam,Lvl,1,1,3,2008,42.0546049377236,-93.6364696386526,2
124000,745,85,85,0.0,3,1,5,TA,TA,Sawyer,RL,1Fam,Lvl,0,0,4,2006,42.0346726686378,-93.6697377523246,1
114000,425,114,57,2.0,3,1,5,TA,TA,OldTown,RM,1Fam,Lvl,0,1,6,2007,42.0292618571429,-93.6182642857143,1
128900,379,128,84,1.0,3,1,6,TA,Gd,OldTown,RM,1Fam,Lvl,0,1,6,2009,42.032209646398,-93.6187668774095,1
133500,1003,136,77,1.0,4,1,4,TA,TA,NAmes,RL,1Fam,Lvl,0,1,8,2009,42.0346279230796,-93.6103107135349,2
189000,914,242,57,2.0,4,1,5,TA,TA,SWISU,RL,1Fam,Lvl,0,1,5,2008,42.0190838163265,-93.6469656326531,4
106000,753,199,79,2.0,2,3,5,TA,TA,OldTown,RM,1Fam,Lvl,0,0,11,2009,42.0290764693878,-93.613924244898,2
372500,1024,259,172,2.0,4,1,9,Gd,Gd,NoRidge,RL,1Fam,Lvl,1,1,6,2008,42.0485992222518,-93.6533422401991,3
173000,971,152,73,2.0,4,1,5,Gd,TA,Mitchel,RL,1Fam,Lvl,1,1,4,2009,41.9912558048824,-93.6000315698962,2
162500,1033,114,114,2.0,3,1,6,TA,TA,Veenker,RL,1Fam,Lvl,0,1,6,2008,42.0447556139388,-93.6459953970397,2
190000,788,139,139,2.0,3,1,7,Gd,Gd,CollgCr,RL,1Fam,Lvl,0,1,8,2009,42.0138035454545,-93.6857276060606,2
129000,669,80,80,2.0,3,1,5,TA,Gd,NAmes,RL,1Fam,Lvl,0,1,7,2007,42.0359826060606,-93.6079979393939,1
137500,871,107,107,2.0,3,1,5,TA,TA,NAmes,RL,1Fam,Lvl,0,1,5,2008,42.0404216442388,-93.6170522793614,2
146000,871,125,90,2.0,3,1,4,TA,TA,Edwards,RL,1Fam,Lvl,1,1,6,2006,42.0265403333333,-93.6664753333333,2
164500,942,124,124,2.0,3,1,7,TA,TA,NWAmes,RL,1Fam,Lvl,0,1,4,2006,42.0435443937099,-93.6326104665254,2
178000,895,148,75,2.0,3,1,6,TA,TA,Gilbert,RL,1Fam,Lvl,1,1,12,2009,42.058055,-93.635861,3
268500,982,206,101,3.0,3,1,8,Gd,Gd,CollgCr,RL,1Fam,Lvl,1,1,7,2006,42.0173961525407,-93.683929057761,3
382500,1418,204,204,3.0,3,1,8,Gd,Ex,NridgHt,RL,1Fam,Lvl,1,1,7,2009,42.0580493779981,-93.6549520918314,3
124000,783,97,97,0.0,3,1,5,TA,TA,CollgCr,RL,1Fam,HLS,0,1,8,2009,42.0213922275628,-93.6868747435147,2
176000,732,116,115,2.0,3,1,7,TA,TA,Gilbert,RL,1Fam,Lvl,1,1,6,2007,42.059111637538,-93.6381182011327,2
116000,176,96,46,1.0,3,1,6,TA,TA,BrDale,RM,Twnhs,Lvl,0,1,7,2006,42.052547,-93.628226,2
252000,1502,150,150,3.0,2,1,8,Gd,Gd,NridgHt,RL,1Fam,Lvl,1,1,7,2006,42.0612913400662,-93.6576076493408,2
230000,812,213,91,2.0,4,1,7,Gd,Gd,Gilbert,RL,1Fam,Lvl,1,1,2,2006,42.0585568173041,-93.640936642039,3
127500,669,119,79,1.0,4,1,6,TA,TA,NAmes,RL,1Fam,Lvl,0,1,4,2008,42.0347790204082,-93.608867,1
150000,1114,116,116,1.0,3,1,6,TA,TA,NAmes,RL,1Fam,Lvl,1,1,5,2007,42.0442825696292,-93.6131651392585,2
184000,1003,232,122,2.0,5,1,7,TA,TA,OldTown,RM,1Fam,Lvl,1,1,12,2008,42.0271095648035,-93.6083176757122,2
105000,650,80,80,1.0,3,1,5,TA,TA,NAmes,RL,1Fam,Lvl,0,1,2,2006,42.03462587446,-93.6047599967449,1
143500,863,118,118,1.0,3,1,5,TA,Gd,CollgCr,RL,1Fam,Lvl,0,1,10,2009,42.0199428,-93.6865161,2
73000,486,71,63,2.0,2,1,5,TA,TA,OldTown,RM,1Fam,Bnk,0,0,6,2008,42.034393167636,-93.6189813886495,1
130000,1455,121,22,2.0,3,1,5,TA,Gd,OldTown,RM,1Fam,Lvl,0,1,7,2009,42.0323005714286,-93.6156317755102,2
176000,920,184,77,2.0,4,1,7,TA,TA,NWAmes,RL,1Fam,Lvl,1,1,4,2008,42.0440429592986,-93.6257657992058,3
145000,695,97,97,2.0,3,1,5,TA,TA,Sawyer,RL,1Fam,Lvl,0,1,6,2007,42.0356845918367,-93.6724915714286,2
175500,892,115,115,2.0,3,1,7,TA,TA,NWAmes,RL,1Fam,Lvl,1,1,9,2007,42.0438491220106,-93.6313094009908,2
168500,197,140,70,2.0,2,1,6,Gd,Gd,Somerst,FV,TwnhsE,Lvl,1,1,6,2007,42.0461504170514,-93.6458371158256,3
140000,780,148,87,1.0,2,1,6,TA,TA,SWISU,RL,1Fam,Bnk,1,1,6,2006,42.0187639387755,-93.6518441020408,1
374000,1101,166,166,3.0,2,1,9,Gd,Ex,NridgHt,RL,1Fam,HLS,1,1,8,2006,42.0584768597677,-93.6571654076038,2
184000,694,137,67,2.0,4,1,7,TA,Gd,NAmes,RL,1Fam,Lvl,0,1,6,2007,42.0545868695652,-93.6264464782609,2
209500,426,144,144,2.0,2,1,8,Gd,Gd,NridgHt,RL,Twnhs,Lvl,1,1,5,2007,42.0582399465147,-93.6494773209115,2
136000,748,106,106,1.0,3,1,5,TA,TA,NAmes,RL,1Fam,Lvl,0,1,5,2010,42.0430251836496,-93.6171444880136,1
138000,1318,143,86,0.0,3,1,4,Gd,TA,OldTown,RL,1Fam,Lvl,0,1,4,2007,42.0349113636738,-93.6203161361799,2
189000,762,135,68,2.0,3,1,7,Gd,Gd,CollgCr,RL,1Fam,Lvl,1,1,10,2008,42.0138987142857,-93.6840042857143,3
293200,948,149,147,3.0,3,1,8,Gd,Gd,CollgCr,RL,1Fam,Lvl,1,1,1,2009,42.0170433576448,-93.6839349866845,2
180500,1311,107,107,2.0,3,1,5,TA,TA,NAmes,RL,1Fam,Lvl,1,1,4,2010,42.0412140978385,-93.62741617422,1
214000,407,128,128,2.0,2,1,8,Gd,Gd,Somerst,FV,TwnhsE,Lvl,1,1,7,2007,42.0476047890515,-93.6481046100422,2
237000,887,170,87,2.0,3,1,7,Gd,Gd,CollgCr,RL,1Fam,Lvl,1,1,1,2010,42.0162017346939,-93.6869765510204,3
124900,819,174,101,2.0,2,1,5,TA,TA,OldTown,RM,1Fam,Lvl,0,1,9,2009,42.027176424891,-93.6086718460831,1
173000,848,152,74,2.0,4,1,6,TA,Gd,NWAmes,RL,1Fam,Lvl,0,1,7,2008,42.0431717996238,-93.6259665692366,2
260000,449,138,138,2.0,2,1,7,Gd,Gd,Somerst,FV,TwnhsE,Lvl,1,1,3,2010,42.0474319267048,-93.6480792443173,2
185000,785,124,124,2.0,3,1,7,Gd,Gd,CollgCr,RL,1Fam,Lvl,0,1,10,2007,42.013833877551,-93.6867569693878,2
161000,980,137,80,1.0,5,1,5,TA,TA,Mitchel,RL,1Fam,Lvl,0,1,4,2010,41.9934958,-93.6093452,2
94900,148,92,43,1.0,1,1,4,TA,TA,MeadowV,RM,Twnhs,Lvl,1,1,7,2008,41.9917760612245,-93.6041162244898,1
271900,1364,204,200,3.0,3,1,7,Gd,Gd,SawyerW,RL,1Fam,Lvl,1,1,6,2009,42.0325486938776,-93.6835320204082,2
214500,1104,198,78,2.0,5,1,6,TA,Gd,BrkSide,RL,1Fam,Bnk,0,0,7,2009,42.0297428467046,-93.6274662291547,2
300000,357,153,148,2.0,2,1,8,Gd,Gd,Crawfor,RM,TwnhsE,HLS,1,1,12,2006,42.0091640867065,-93.6161179770816,2
193000,689,148,78,2.0,3,1,6,TA,TA,Gilbert,RL,1Fam,Lvl,1,1,4,2008,42.0602303,-93.6439316,3
294000,1630,201,111,2.0,3,1,7,Gd,Gd,Veenker,RL,1Fam,Lvl,1,1,7,2007,42.0373054880356,-93.6611567930579,3
225000,285,144,127,2.0,2,1,7,Gd,Gd,Blmngtn,RM,TwnhsE,Lvl,1,1,9,2006,42.0624127321742,-93.6416780003505,2
146900,905,122,67,2.0,3,1,5,TA,TA,NWAmes,RL,1Fam,Lvl,0,1,6,2008,42.0503732578785,-93.6371251582986,2
130000,1514,84,81,1.0,3,1,5,TA,TA,CollgCr,RL,1Fam,Lvl,0,1,1,2007,42.019845,-93.685047,1
262500,1931,200,146,2.0,3,1,7,TA,TA,NWAmes,RL,1Fam,Lvl,1,1,6,2006,42.049094,-93.63368,2
256000,1365,146,145,2.0,2,1,6,TA,Gd,NAmes,RL,1Fam,Lvl,1,1,7,2009,42.0486959601923,-93.6155152580065,2
162000,913,120,99,2.0,3,1,5,TA,Gd,NAmes,RL,1Fam,Lvl,1,1,3,2010,42.040176714114,-93.6073690195486,1
167000,963,138,94,2.0,3,1,6,TA,TA,NAmes,RL,1Fam,Lvl,1,1,4,2006,42.0411114401499,-93.6270300979365,2
130000,312,159,91,2.0,3,1,7,Gd,Gd,Edwards,RM,TwnhsE,Lvl,0,1,4,2006,42.0187954493948,-93.6691640126118,2
155000,382,124,124,2.0,2,1,6,Gd,Gd,NAmes,RH,TwnhsE,Lvl,1,1,7,2007,42.0548815134197,-93.6249856682604,2
248000,1022,212,90,3.0,4,1,8,Gd,Gd,NoRidge,RL,1Fam,Lvl,1,1,6,2007,42.0557594548495,-93.6529450802661,3
215000,1505,139,138,2.0,3,1,7,Gd,Gd,SawyerW,RL,1Fam,Low,1,1,8,2007,42.0351388231633,-93.6893084232509,2
269500,741,259,109,4.0,6,2,7,TA,TA,SawyerW,RL,Duplex,Lvl,1,1,10,2009,42.030522665211,-93.6789374060512,6
233500,1551,163,135,2.0,3,1,7,Gd,Gd,ClearCr,RL,1Fam,HLS,1,1,6,2009,42.0278583328744,-93.6791161110155,3
185000,942,160,77,2.0,3,1,7,TA,TA,Gilbert,RL,1Fam,Lvl,1,1,12,2009,42.0591213063169,-93.6390208785589,3
141000,1778,80,80,2.0,2,1,4,TA,TA,Gilbert,RL,1Fam,Lvl,0,1,6,2010,42.0567526938775,-93.6232603061224,1
174000,965,119,92,3.0,3,1,6,TA,TA,CollgCr,RL,1Fam,Lvl,0,1,4,2006,42.0200501484459,-93.6871388368469,2
145000,954,92,92,1.0,3,1,5,TA,Gd,Sawyer,RL,1Fam,Lvl,0,1,7,2008,42.031300203427,-93.6776141750094,1
210000,922,137,135,2.0,3,1,7,TA,TA,Mitchel,RL,1Fam,Lvl,1,1,5,2007,41.9956396363636,-93.6025472727273,2
133000,412,79,79,2.0,1,1,6,Gd,Gd,CollgCr,RM,TwnhsE,Lvl,0,1,4,2006,42.0162841894877,-93.6811908899478,1
145000,1209,102,102,2.0,3,1,5,TA,TA,CollgCr,RL,1Fam,Lvl,0,1,6,2006,42.0220710816327,-93.6920378979592,2
134000,234,159,90,2.0,3,1,7,Gd,Gd,Edwards,RM,Twnhs,Lvl,0,1,5,2006,42.018799116804,-93.6693732645035,2
279000,1228,178,132,3.0,3,1,8,Gd,Gd,NridgHt,RL,1Fam,Lvl,1,1,2,2006,42.058687801242,-93.6521417061194,3
129000,545,87,87,1.0,2,1,5,TA,TA,NAmes,RL,1Fam,Lvl,0,1,5,2010,42.038242,-93.6189192857143,1
130000,1187,88,91,2.0,2,1,5,TA,TA,NAmes,RL,1Fam,Lvl,0,0,7,2008,42.0404998654326,-93.6170536761684,1
256300,1322,149,145,3.0,3,1,8,Gd,Gd,NridgHt,RL,1Fam,Lvl,1,1,7,2009,42.0629847373598,-93.6542351629011,2
142000,1214,103,103,0.0,3,1,5,TA,Gd,SawyerW,RL,1Fam,Lvl,0,1,8,2009,42.0377993964108,-93.6906260732252,2
237500,1201,197,112,2.0,4,1,6,TA,TA,NAmes,RL,1Fam,Lvl,1,1,5,2008,42.051257,-93.616288,3
188700,1114,154,66,1.0,3,1,6,TA,TA,Crawfor,RL,1Fam,HLS,1,1,8,2008,42.0185358861929,-93.6402025053807,2
175900,338,146,129,3.0,1,1,7,Gd,Gd,Blmngtn,RL,TwnhsE,Lvl,1,1,5,2009,42.0625839599982,-93.6416751552744,2
150500,818,97,97,2.0,3,1,5,TA,Gd,CollgCr,RL,1Fam,Lvl,0,1,9,2009,42.01961,-93.685229,2
279900,1096,231,104,2.0,5,1,7,Gd,Gd,Timber,RL,1Fam,Lvl,1,1,7,2007,,,4
180000,960,160,136,2.0,3,1,5,TA,TA,Sawyer,RL,1Fam,Lvl,1,1,7,2006,42.0313506754895,-93.6736174623479,3
134500,829,94,94,1.0,2,1,5,TA,Gd,NAmes,RL,1Fam,Lvl,0,1,5,2007,42.0393602020202,-93.617041959596,1
171000,780,145,60,2.0,3,1,6,TA,TA,SawyerW,RL,1Fam,Lvl,1,1,4,2010,42.0347606095106,-93.6849957632432,3
138000,613,76,76,2.0,2,1,5,TA,TA,Mitchel,RL,1Fam,Lvl,0,1,6,2008,41.9878730697233,-93.6039405140182,1
227000,929,148,148,3.0,3,1,8,Gd,Gd,Somerst,RL,1Fam,Lvl,1,1,12,2007,42.0541464612912,-93.642495390303,2
148500,235,98,98,2.0,2,1,7,TA,TA,NPkVill,RL,Twnhs,Lvl,0,1,9,2008,42.0501536574568,-93.625870402722,2
84500,180,59,59,0.0,1,1,4,TA,TA,MeadowV,RM,Twnhs,Lvl,0,1,12,2007,41.9916617717277,-93.6020528636157,1
149000,639,179,67,1.0,4,1,6,TA,TA,IDOTRR,RM,1Fam,Lvl,0,1,8,2009,42.0254093661243,-93.6282671675736,2
192350,966,126,117,2.0,2,1,6,TA,TA,NWAmes,RL,1Fam,Lvl,1,1,8,2007,42.0532638621418,-93.6356519938145,2
172000,1325,123,123,1.0,3,1,6,TA,Gd,NAmes,RL,1Fam,Lvl,0,1,6,2010,42.0526995406132,-93.6188329072269,2
165400,644,154,69,2.0,3,1,7,Gd,Gd,Edwards,RL,1Fam,Lvl,1,1,7,2008,42.0189904591993,-93.6718731591531,3
185000,2023,156,108,2.0,4,1,6,TA,TA,Edwards,RL,1Fam,Lvl,1,1,7,2008,42.0281850571351,-93.6607867777492,2
131900,714,74,74,1.0,2,1,5,TA,TA,Mitchel,RL,1Fam,Lvl,0,1,7,2009,41.991581,-93.600982,1
213490,280,140,127,2.0,2,1,7,Gd,Gd,Blmngtn,RL,TwnhsE,Lvl,1,1,4,2006,42.0633089248419,-93.6421149897036,2
277000,1334,192,107,2.0,3,1,7,Gd,TA,SawyerW,RL,1Fam,Low,1,1,4,2007,42.0294938820273,-93.6852033407596,3
257500,948,154,150,3.0,3,1,8,Gd,Gd,Somerst,RL,1Fam,Lvl,1,1,9,2009,42.0543095338329,-93.6426610152142,3
62383,769,80,80,1.0,3,1,5,TA,TA,Sawyer,RL,1Fam,Lvl,1,1,12,2009,42.0346945029567,-93.669737128487,1
274300,906,195,103,2.0,3,1,7,TA,Gd,CollgCr,RL,1Fam,Lvl,1,1,6,2006,42.0177561020408,-93.682723,3
158000,1073,108,98,1.0,3,1,5,TA,TA,Sawyer,RL,1Fam,Lvl,1,1,7,2006,42.0306562659073,-93.6762513313021,2
106500,775,82,0,1.0,3,1,5,TA,TA,NAmes,RL,1Fam,Lvl,0,1,7,2007,42.0426400917228,-93.6222919407632,1
250000,1171,142,142,3.0,3,1,9,Gd,Gd,Somerst,FV,1Fam,Lvl,1,1,5,2009,42.0503128,-93.6481626,2
202500,1226,213,69,2.0,5,1,6,TA,TA,IDOTRR,RM,1Fam,Lvl,1,1,4,2007,,,3
118400,768,94,94,1.0,2,1,6,TA,TA,IDOTRR,RM,1Fam,Bnk,1,1,5,2007,42.021436989157,-93.6294608863858,1
146000,857,111,80,2.0,1,1,5,TA,Gd,NAmes,RL,1Fam,Lvl,0,1,10,2006,42.0458064747475,-93.624577030303,2
127000,1003,98,98,1.0,3,1,6,TA,TA,NWAmes,RL,1Fam,Lvl,0,1,2,2007,42.0420748268938,-93.6295010654081,1
219500,762,179,79,2.0,4,1,7,Gd,Gd,CollgCr,RL,1Fam,Lvl,1,1,7,2007,42.0151798181818,-93.6878659090909,3
78000,792,87,20,0.0,2,1,3,TA,TA,IDOTRR,C (all),1Fam,Bnk,0,0,4,2006,42.0225382737564,-93.6043856486208,1
82000,948,88,0,2.0,2,1,3,TA,Fa,Edwards,RL,1Fam,Lvl,0,0,7,2009,42.01803175,-93.6649803,1
239000,1538,218,88,2.0,4,1,6,TA,TA,Crawfor,RL,1Fam,Lvl,1,1,7,2006,42.0174708362711,-93.6397535857114,3
156450,906,86,84,1.0,2,1,6,TA,TA,Mitchel,RL,1Fam,Lvl,1,1,4,2009,41.9970782771701,-93.6043164862273,1
134000,392,106,106,2.0,3,1,5,TA,TA,MeadowV,RM,TwnhsE,Lvl,1,1,8,2007,41.992720967045,-93.6053086604692,2
214900,1051,176,76,2.0,4,1,7,Gd,Gd,Timber,RL,1Fam,Lvl,1,1,2,2010,41.9954967272727,-93.6479805454545,3
52000,384,68,25,0.0,2,1,3,Gd,TA,BrkSide,RL,1Fam,Lvl,0,1,7,2008,42.0357070207,-93.6293608200486,1
60000,780,41,27,1.0,1,1,2,TA,Fa,SWISU,RL,1Fam,Bnk,0,0,1,2009,42.0174557620865,-93.651822,1
147000,843,93,87,2.0,2,1,6,TA,Gd,SawyerW,RL,1Fam,Lvl,0,1,4,2010,42.0307519789931,-93.679967,1
123500,569,177,102,2.0,4,1,5,TA,TA,OldTown,RM,1Fam,Lvl,0,1,10,2008,42.0315356326531,-93.6204306938776,2
237000,880,189,105,2.0,3,1,8,Gd,Gd,CollgCr,RL,1Fam,Lvl,1,1,3,2008,42.0183454446702,-93.6876648102927,3
84000,1068,79,0,1.0,3,1,4,TA,TA,Edwards,RL,1Fam,Lvl,0,0,1,2009,42.0250780408163,-93.6633363673469,1
238500,697,135,127,2.0,2,1,8,Gd,Gd,Somerst,FV,1Fam,Lvl,1,1,6,2009,42.0506802453965,-93.6484777440812,2
141500,624,133,54,1.0,3,1,6,TA,TA,Crawfor,RL,1Fam,Lvl,1,0,4,2007,42.0171151170895,-93.6448843067846,1
138500,1322,134,63,2.0,3,1,6,TA,TA,SawyerW,RL,1Fam,Lvl,0,1,3,2010,42.0297445618229,-93.6799436872093,2
139900,557,132,72,1.0,3,1,6,TA,TA,BrkSide,RM,1Fam,Lvl,0,1,3,2010,42.0336892653061,-93.622417877551,2
167000,929,141,141,2.0,3,1,6,TA,TA,NAmes,RL,1Fam,Lvl,0,1,2,2009,42.040791,-93.629457,2
183500,1129,121,93,2.0,2,1,6,TA,Gd,Mitchel,RL,1Fam,Bnk,1,1,1,2007,41.994364547619,-93.6063097261905,2
250000,1325,204,106,3.0,4,1,8,Gd,Gd,NoRidge,RL,1Fam,Lvl,1,1,12,2008,42.0557619706127,-93.6532908179959,3
177000,1069,126,95,1.0,2,1,6,TA,Ex,Edwards,RL,1Fam,Lvl,1,1,5,2008,42.0267786254652,-93.6660558689138,1
127000,669,80,80,2.0,3,1,5,TA,Ex,CollgCr,RL,1Fam,Lvl,0,1,9,2007,42.0208016,-93.6831229714286,1
165000,1314,95,91,2.0,3,1,5,Gd,TA,Sawyer,RL,1Fam,Lvl,1,1,5,2007,42.0331804756821,-93.6745246509813,2
287000,858,210,98,2.0,3,1,8,Gd,Gd,CollgCr,RL,1Fam,Lvl,1,1,9,2008,42.0176637142857,-93.6856040408163,3
337000,876,220,116,3.0,3,1,8,Gd,Gd,NoRidge,RL,1Fam,Lvl,1,1,7,2009,42.053797604776,-93.6544872034974,3
253000,1098,157,157,3.0,2,1,8,Gd,Gd,Somerst,FV,1Fam,Lvl,1,1,4,2007,42.0521121193832,-93.6408125892064,2
136000,738,97,97,1.0,3,1,6,TA,TA,NAmes,RL,1Fam,Lvl,0,1,6,2007,42.039626,-93.618395,1
200000,363,121,121,2.0,1,1,6,Gd,Gd,NridgHt,RL,Twnhs,Lvl,1,1,5,2007,42.0592276746954,-93.6494392487246,2
200000,1082,245,116,4.0,6,2,5,TA,TA,NAmes,RL,Duplex,Lvl,0,1,8,2009,42.041224894455,-93.610614,4
134900,557,109,65,2.0,2,1,6,Gd,TA,BrkSide,RM,1Fam,Lvl,0,1,7,2009,42.0336744489796,-93.6245353061224,1
75000,948,53,53,1.0,2,1,4,TA,TA,IDOTRR,C (all),1Fam,Lvl,0,0,5,2009,42.0199206610598,-93.6154273362008,1
207000,825,174,86,2.0,3,1,7,Gd,Gd,SawyerW,RL,1Fam,Lvl,1,1,5,2007,42.0297056408835,-93.6849454248906,3
149900,1649,136,136,2.0,3,1,5,TA,Fa,Edwards,RL,1Fam,Lvl,1,1,11,2006,42.0209094242424,-93.6764017575758,2
87500,794,97,0,2.0,2,2,3,TA,TA,NAmes,RL,Duplex,Lvl,0,0,5,2006,42.0347978571429,-93.609088,2
188000,726,163,86,1.0,4,1,4,TA,Gd,Crawfor,RL,1Fam,HLS,1,1,11,2007,42.0188483191801,-93.6423266477081,2
213000,780,185,79,2.0,4,1,7,Gd,Gd,Gilbert,RL,1Fam,Lvl,1,1,5,2008,42.0608399243028,-93.6403901473654,3
108000,1026,124,59,1.0,3,1,4,TA,TA,IDOTRR,C (all),1Fam,Low,0,1,9,2006,,,2
153000,1157,103,103,2.0,3,1,5,TA,Gd,SawyerW,RL,1Fam,Lvl,0,1,6,2009,42.0377902329964,-93.6905270168328,2
149900,779,92,92,1.0,3,1,5,Gd,TA,CollgCr,RL,1Fam,Lvl,0,1,11,2008,42.0212264882444,-93.6868836798511,2
355000,1258,232,109,3.0,5,1,8,Gd,Ex,StoneBr,RL,1Fam,HLS,1,1,7,2008,42.0615751,-93.6291384384083,4
85000,669,95,95,1.0,2,1,5,TA,TA,OldTown,RM,1Fam,Lvl,0,0,6,2009,42.0280833673469,-93.6084256122449,1
194700,704,127,127,2.0,2,1,6,Gd,Gd,NridgHt,RL,TwnhsE,Lvl,1,1,6,2007,42.0592179521253,-93.6494858773007,2
138400,580,143,86,2.0,4,1,5,TA,TA,BrkSide,RM,1Fam,Lvl,1,1,3,2010,42.0314556060606,-93.6215208686869,2
207500,817,161,80,2.0,3,1,6,Gd,Gd,Somerst,FV,1Fam,Lvl,0,1,5,2008,42.0508915691071,-93.6397778936426,3
292500,1162,264,132,4.0,4,1,7,Gd,Gd,NWAmes,RL,1Fam,Lvl,1,1,12,2008,42.0514512727273,-93.6374784545455,3
148000,1095,107,103,2.0,3,1,5,TA,Gd,Sawyer,RL,1Fam,Lvl,0,1,6,2010,42.0348777314843,-93.6737145085504,1
184000,1030,159,106,2.0,3,1,6,TA,TA,NWAmes,RL,1Fam,Lvl,1,1,5,2009,42.0526917142857,-93.6373029183673,2
137500,569,141,87,1.0,4,1,5,TA,TA,BrkSide,RM,1Fam,Lvl,0,1,5,2007,42.0323726666667,-93.6215438888889,2
109500,838,74,71,1.0,2,1,5,Gd,Gd,OldTown,RL,1Fam,Lvl,0,1,5,2009,42.0360775918367,-93.6140837959184,1
211000,732,181,79,2.0,4,1,7,Gd,Gd,Gilbert,RL,1Fam,Lvl,1,1,7,2007,42.0600901408374,-93.640272999183,3
152500,1061,142,65,2.0,3,1,7,TA,TA,NAmes,RL,1Fam,Lvl,1,1,12,2009,42.0361859143491,-93.6202950819765,2
184100,720,132,38,2.0,3,1,8,Gd,Gd,Gilbert,RL,1Fam,Lvl,1,1,3,2009,42.0602500564744,-93.6414267560372,3
157000,557,139,77,1.0,3,1,6,TA,TA,BrkSide,RM,1Fam,Lvl,0,1,5,2008,42.0335565306122,-93.6215696326531,2
