"SalePrice","LotArea","LivArea","BsmtArea","GarageCars","Bedroom","Kitchen","OverallQual","ExterQual","KitchenQual","Neighborhood","ZoneClass","BldgType","LandContour","Fireplace","CentralAir","MoSold","YrSold","TotalBath"
97900,646,86,54,1,3,1,4,"TA","TA","Edwards","RL","1Fam","Lvl",0,1,4,2006,1
92000,732,129,75,2,3,1,6,"TA","TA","Edwards","RL","1Fam","Bnk",0,1,5,2006,2
107000,807,151,97,1,4,1,4,"TA","TA","Edwards","RL","1Fam","Lvl",0,0,5,2006,2
125000,1485,140,86,2,3,1,4,"TA","TA","Edwards","RL","1Fam","Lvl",1,1,10,2006,2
83000,764,129,75,0,3,1,4,"TA","TA","Edwards","RL","1Fam","Lvl",1,0,9,2006,1
35000,753,43,43,1,1,1,2,"TA","TA","Edwards","RL","1Fam","Lvl",0,0,2,2006,1
121000,1055,118,54,1,3,1,4,"TA","Gd","Edwards","RL","1Fam","Low",0,0,9,2006,1
137000,1012,140,97,1,3,1,5,"TA","Fa","SWISU","RL","1Fam","Lvl",0,1,7,2006,2
128000,592,129,75,1,3,1,6,"TA","TA","SWISU","RH","2fmCon","Bnk",0,0,7,2006,1
160000,646,140,129,1,3,1,7,"TA","Gd","SWISU","RL","1Fam","Lvl",1,1,5,2006,1
149000,452,140,75,1,3,1,6,"TA","TA","SWISU","RL","1Fam","HLS",0,1,6,2006,1
167000,872,151,75,1,4,1,7,"TA","Gd","Crawfor","RL","1Fam","Bnk",1,1,9,2006,2
131000,947,140,97,1,3,1,5,"TA","TA","SWISU","RL","1Fam","Bnk",1,1,7,2006,2
112000,570,118,75,1,4,1,5,"TA","TA","SWISU","RL","1Fam","Lvl",0,0,11,2006,1
195000,2024,140,75,1,3,1,6,"TA","TA","Crawfor","RL","1Fam","Lvl",1,1,9,2006,2
194000,1152,161,86,1,2,1,5,"TA","TA","Crawfor","RL","1Fam","HLS",1,1,2,2006,2
218000,764,151,97,2,4,1,7,"Gd","TA","Crawfor","RL","1Fam","Lvl",1,1,2,2006,2
199500,1141,151,54,3,3,1,7,"TA","Gd","Crawfor","RL","1Fam","HLS",1,1,5,2006,2
210000,1324,172,65,2,3,1,6,"TA","TA","Crawfor","RL","1Fam","Lvl",1,1,11,2006,2
257000,1453,215,108,1,4,1,5,"TA","TA","Crawfor","RL","1Fam","Lvl",1,1,7,2006,2
102000,678,86,86,1,2,1,5,"TA","TA","IDOTRR","RM","1Fam","Lvl",0,0,8,2006,1
145400,646,118,75,2,3,1,6,"TA","TA","IDOTRR","RM","1Fam","Lvl",0,1,5,2006,1
72000,797,65,43,0,2,1,4,"TA","TA","IDOTRR","RM","1Fam","Low",0,0,6,2006,1
85000,657,65,65,1,2,1,4,"TA","Fa","IDOTRR","RM","1Fam","Lvl",0,1,3,2006,1
139000,840,151,86,1,4,1,6,"TA","Gd","IDOTRR","RM","1Fam","Lvl",0,1,4,2006,2
51689,1152,65,32,0,2,1,3,"TA","TA","IDOTRR","C (all)","1Fam","Lvl",0,0,10,2006,1
115000,840,129,65,0,4,2,5,"Fa","TA","IDOTRR","C (all)","2fmCon","Lvl",0,0,10,2006,2
78000,797,86,22,0,2,1,3,"TA","TA","IDOTRR","C (all)","1Fam","Bnk",0,0,4,2006,1
375000,538,161,151,2,2,1,8,"Gd","Ex","Crawfor","RM","TwnhsE","HLS",1,1,2,2006,2
3e+05,355,151,151,2,2,1,8,"Gd","Gd","Crawfor","RM","TwnhsE","HLS",1,1,12,2006,2
242500,2196,151,151,2,3,1,6,"TA","Fa","Mitchel","RL","1Fam","Lvl",1,1,9,2006,2
145000,775,151,151,2,4,2,6,"TA","TA","Mitchel","RL","Duplex","Lvl",0,1,10,2006,2
209000,850,140,140,2,3,1,8,"Gd","Gd","Mitchel","RL","1Fam","Lvl",0,1,5,2006,2
148000,1033,108,108,2,3,1,6,"TA","TA","Mitchel","RL","1Fam","Lvl",0,1,5,2006,2
250764,4650,151,151,2,2,1,6,"TA","TA","Timber","RL","1Fam","Low",1,1,3,2006,1
202000,753,129,129,2,2,1,6,"Gd","Gd","Timber","RL","1Fam","Lvl",0,1,10,2006,2
320000,1270,183,161,3,3,1,8,"Gd","Gd","Timber","RL","1Fam","Lvl",1,1,11,2006,2
359900,1076,172,172,3,3,1,9,"Ex","Ex","Timber","RL","1Fam","Lvl",1,1,9,2006,2
81500,2906,151,0,1,3,1,1,"TA","TA","Mitchel","RL","1Fam","Lvl",0,1,5,2006,2
215000,657,129,118,4,2,2,7,"TA","TA","Mitchel","RM","Duplex","Lvl",0,1,11,2006,2
104500,248,118,22,1,3,1,5,"TA","TA","MeadowV","RM","TwnhsE","Lvl",1,1,5,2006,2
126500,947,86,75,1,3,1,5,"TA","TA","Mitchel","RL","1Fam","Lvl",0,1,10,2006,1
146500,1098,151,151,3,4,2,5,"TA","TA","Mitchel","RL","Duplex","Lvl",0,1,3,2006,2
73000,140,54,54,0,1,1,4,"TA","TA","MeadowV","RM","Twnhs","Lvl",0,1,4,2006,1
79400,140,97,54,1,3,1,4,"TA","TA","MeadowV","RM","TwnhsE","Lvl",0,1,5,2006,2
140000,1238,129,108,1,3,1,5,"TA","TA","Mitchel","RL","1Fam","Lvl",1,1,5,2006,1
87550,140,97,54,1,3,1,4,"TA","TA","MeadowV","RM","Twnhs","Lvl",0,1,12,2006,2
79500,140,97,54,0,3,1,4,"TA","TA","MeadowV","RM","Twnhs","Lvl",0,1,6,2006,2
90500,183,97,54,0,3,1,4,"TA","TA","MeadowV","RM","Twnhs","Lvl",0,1,6,2006,2
71000,172,97,54,1,3,1,4,"TA","TA","MeadowV","RM","TwnhsE","Lvl",0,1,4,2006,2
131000,1862,118,118,2,4,1,5,"TA","TA","Mitchel","RL","1Fam","Lvl",1,1,9,2006,1
132000,969,86,86,0,3,1,5,"TA","TA","Mitchel","RL","1Fam","Lvl",0,1,7,2006,1
188000,893,183,97,2,3,1,7,"TA","TA","Mitchel","RL","1Fam","Lvl",1,1,11,2006,3
208500,786,161,75,2,3,1,7,"Gd","Gd","CollgCr","RL","1Fam","Lvl",0,1,2,2008,3
181500,893,118,118,2,3,1,6,"TA","TA","Veenker","RL","1Fam","Lvl",1,1,5,2007,2
223500,1044,161,86,2,3,1,7,"Gd","Gd","CollgCr","RL","1Fam","Lvl",1,1,9,2008,3
140000,883,161,75,3,3,1,7,"TA","Gd","Crawfor","RL","1Fam","Lvl",1,1,2,2006,1
250000,1324,205,108,3,4,1,8,"Gd","Gd","NoRidge","RL","1Fam","Lvl",1,1,12,2008,3
143000,1313,129,75,2,1,1,5,"TA","TA","Mitchel","RL","1Fam","Lvl",0,1,10,2009,2
307000,936,161,161,2,3,1,8,"Gd","Gd","Somerst","RL","1Fam","Lvl",1,1,8,2007,2
2e+05,969,194,108,2,3,1,7,"TA","TA","NWAmes","RL","1Fam","Lvl",1,1,11,2009,3
129900,570,161,86,2,2,2,7,"TA","TA","OldTown","RM","1Fam","Lvl",1,1,4,2008,2
118000,689,97,97,1,2,2,5,"TA","TA","BrkSide","RL","2fmCon","Lvl",1,1,1,2008,1
129500,1044,97,97,1,3,1,5,"TA","TA","Sawyer","RL","1Fam","Lvl",0,1,2,2008,1
345000,1109,215,108,3,4,1,9,"Ex","Ex","NridgHt","RL","1Fam","Lvl",1,1,7,2006,3
144000,1206,86,86,1,2,1,5,"TA","TA","Sawyer","RL","1Fam","Lvl",0,1,9,2008,1
279500,990,140,140,3,3,1,7,"Gd","Gd","CollgCr","RL","1Fam","Lvl",1,1,8,2007,2
157000,1012,118,118,1,2,1,6,"TA","TA","NAmes","RL","1Fam","Lvl",1,1,5,2008,2
132000,570,75,75,2,2,1,7,"TA","TA","BrkSide","RM","1Fam","Lvl",0,1,7,2007,1
149000,1044,97,97,2,2,1,6,"TA","TA","NAmes","RL","1Fam","Lvl",1,1,3,2010,1
90000,1001,118,0,2,2,2,4,"TA","TA","Sawyer","RL","Duplex","Lvl",0,1,10,2006,2
159000,1270,108,108,2,3,1,5,"TA","Gd","SawyerW","RL","1Fam","Lvl",0,1,6,2008,2
139000,700,129,97,1,3,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",0,1,5,2009,1
325300,1324,226,108,3,4,1,8,"Gd","Gd","NridgHt","RL","1Fam","Lvl",1,1,11,2006,4
139400,689,108,54,1,3,1,7,"TA","Gd","IDOTRR","RM","1Fam","Bnk",1,1,6,2007,1
230000,904,172,161,2,3,1,8,"Gd","Gd","CollgCr","RL","1Fam","Lvl",1,1,9,2008,2
129900,388,97,97,0,3,1,5,"TA","TA","MeadowV","RM","TwnhsE","Lvl",1,1,6,2007,1
154000,764,97,97,1,3,1,5,"TA","Gd","Sawyer","RL","1Fam","Lvl",1,1,5,2010,1
256300,1324,151,140,3,3,1,8,"Gd","Gd","NridgHt","RL","1Fam","Lvl",1,1,7,2009,2
134800,667,86,86,2,3,1,5,"TA","Gd","NAmes","RL","1Fam","Lvl",0,1,5,2010,1
306000,1066,161,161,3,3,1,8,"Gd","Gd","NridgHt","RL","1Fam","Lvl",1,1,5,2010,2
207500,1518,151,140,1,2,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",1,1,12,2006,1
68500,592,43,43,1,1,1,4,"TA","Fa","BrkSide","RM","1Fam","Lvl",0,0,5,2008,1
40000,786,118,65,1,3,1,4,"TA","TA","IDOTRR","C (all)","1Fam","Lvl",0,0,7,2008,1
149350,797,118,118,1,3,1,5,"TA","Gd","Sawyer","RL","1Fam","Lvl",0,1,6,2008,2
179900,1023,118,118,2,3,1,8,"Gd","Gd","CollgCr","RL","1Fam","Lvl",0,1,1,2008,2
165500,980,161,129,2,4,1,5,"TA","Gd","NAmes","RL","1Fam","Lvl",1,1,4,2010,2
277500,678,140,140,2,2,1,9,"Ex","Ex","NridgHt","RL","TwnhsE","Lvl",1,1,8,2007,2
309000,1249,226,108,3,4,1,8,"Gd","Gd","NridgHt","RL","1Fam","Lvl",1,1,9,2006,4
145000,1012,97,97,2,3,1,5,"TA","TA","CollgCr","RL","1Fam","Lvl",0,1,6,2009,2
153000,797,118,118,2,3,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",1,1,10,2009,1
109000,732,97,97,1,3,1,5,"TA","Gd","NAmes","RL","1Fam","Lvl",0,1,1,2010,1
82000,560,108,0,0,2,2,4,"TA","Fa","Edwards","RL","Duplex","Lvl",0,0,6,2008,2
160000,807,118,97,2,3,1,6,"TA","TA","NAmes","RL","1Fam","Lvl",1,1,12,2006,2
170000,1572,118,129,1,2,1,5,"TA","TA","Timber","RL","1Fam","Lvl",1,1,7,2007,2
144000,850,86,75,2,2,1,5,"TA","Gd","SawyerW","RL","1Fam","Lvl",0,1,12,2007,1
130250,850,86,86,1,3,1,5,"TA","TA","CollgCr","RL","1Fam","Lvl",0,1,7,2008,1
141000,743,108,108,1,3,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",0,1,5,2006,1
319900,710,161,161,2,2,1,9,"Ex","Ex","NridgHt","RL","TwnhsE","Lvl",1,1,2,2010,2
239686,1195,205,129,2,1,1,7,"Gd","Gd","Mitchel","RL","1Fam","Lvl",1,1,8,2009,2
249700,1033,151,151,3,3,1,8,"Gd","Gd","Somerst","FV","1Fam","Lvl",0,1,7,2007,2
113000,409,140,65,0,2,3,4,"TA","TA","OldTown","RM","2fmCon","Lvl",0,1,6,2009,2
127000,721,86,86,1,3,1,5,"TA","TA","Sawyer","RL","1Fam","Lvl",0,1,1,2007,1
177000,1292,140,75,2,3,1,6,"TA","TA","Gilbert","RL","1Fam","Lvl",0,1,7,2007,2
114500,581,108,75,2,3,1,6,"TA","TA","BrkSide","RM","1Fam","Lvl",1,1,9,2006,1
110000,786,75,75,2,2,1,5,"Fa","TA","IDOTRR","RM","Duplex","Bnk",0,0,5,2010,1
385000,4672,172,172,3,0,1,9,"Gd","Gd","Veenker","RL","1Fam","Low",1,1,11,2006,1
130000,667,129,32,2,3,1,5,"TA","TA","NAmes","RL","1Fam","Bnk",1,1,2,2007,1
180500,947,129,129,2,3,1,6,"TA","TA","NAmes","RL","1Fam","Lvl",1,1,7,2008,2
172500,248,161,86,2,3,1,8,"Gd","Gd","Somerst","FV","Twnhs","Lvl",0,1,8,2009,3
196500,1087,161,65,2,3,1,7,"Gd","Gd","CollgCr","RL","1Fam","Lvl",0,1,8,2006,3
438780,1270,269,129,3,3,1,10,"Ex","Gd","StoneBr","RL","1Fam","HLS",1,1,10,2006,4
124900,667,75,75,1,2,1,5,"TA","TA","CollgCr","RL","1Fam","Bnk",0,1,1,2008,1
158000,1216,108,108,2,3,1,6,"TA","Gd","SawyerW","RL","1Fam","Lvl",0,1,5,2006,2
101000,667,108,54,1,3,1,5,"TA","Fa","IDOTRR","RM","1Fam","Lvl",0,0,3,2007,1
202500,603,129,129,2,2,1,8,"Gd","Gd","NridgHt","RL","TwnhsE","Lvl",1,1,10,2007,2
140000,958,161,54,2,3,1,7,"TA","TA","OldTown","RM","1Fam","Bnk",0,1,4,2010,2
219500,872,194,97,2,3,1,7,"TA","Gd","CollgCr","RL","1Fam","Lvl",0,1,2,2009,3
317000,893,226,108,3,4,1,8,"Gd","Gd","NridgHt","RL","1Fam","Lvl",1,1,10,2007,3
180000,1851,205,183,2,3,1,7,"TA","TA","NAmes","RL","1Fam","Lvl",1,1,7,2010,2
226000,990,140,140,2,3,1,7,"Gd","Gd","CollgCr","RL","1Fam","Lvl",0,1,6,2007,2
80000,431,65,65,1,2,1,4,"TA","TA","OldTown","RM","1Fam","Lvl",0,1,6,2010,1
225000,1453,215,118,2,3,1,7,"Gd","TA","ClearCr","RL","1Fam","Lvl",1,1,7,2006,2
244000,1270,205,205,2,3,1,7,"TA","TA","NAmes","RL","1Fam","Lvl",1,1,2,2007,2
129500,710,75,75,2,2,1,4,"TA","TA","Mitchel","RL","1Fam","Lvl",0,1,6,2007,1
185000,947,161,75,1,3,1,7,"TA","TA","Gilbert","RL","1Fam","Lvl",1,1,12,2009,3
144900,947,97,97,2,3,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",0,1,5,2010,1
107400,538,151,75,1,3,2,3,"Gd","TA","OldTown","RM","1Fam","Lvl",0,0,5,2010,2
91000,151,97,43,1,2,1,4,"TA","TA","MeadowV","RM","Twnhs","Lvl",0,1,11,2009,1
135750,786,86,86,1,2,1,4,"TA","TA","NAmes","RL","1Fam","Lvl",0,1,4,2008,1
127000,807,118,65,1,2,1,5,"TA","TA","BrkSide","RM","1Fam","Lvl",0,1,1,2008,1
136500,1001,161,161,0,4,2,4,"TA","TA","Sawyer","RL","Duplex","Lvl",0,0,4,2010,2
110000,969,118,43,2,2,1,5,"TA","TA","OldTown","RM","1Fam","Lvl",0,1,5,2009,2
193500,1206,194,86,1,4,1,6,"TA","Gd","NAmes","RL","1Fam","Lvl",1,1,6,2009,3
153500,420,129,118,2,2,1,6,"TA","TA","Mitchel","RM","TwnhsE","Lvl",0,1,3,2006,2
245000,947,140,140,3,3,1,8,"TA","Gd","Somerst","RL","1Fam","Lvl",1,1,10,2008,2
126500,829,97,97,2,3,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",0,1,7,2007,2
168500,797,140,32,2,3,1,7,"TA","TA","Gilbert","RL","1Fam","Lvl",1,1,5,2009,3
260000,1496,226,118,2,4,1,8,"Gd","Gd","NoRidge","RL","1Fam","Lvl",1,1,4,2006,3
174000,1109,140,65,2,3,1,6,"Gd","Gd","Gilbert","RL","1Fam","Lvl",1,1,3,2009,3
164500,366,118,54,2,2,1,6,"Gd","Gd","Somerst","FV","TwnhsE","Lvl",0,1,6,2009,3
85000,786,140,97,0,2,1,3,"Fa","Fa","IDOTRR","C (all)","1Fam","Lvl",0,0,10,2009,1
123600,753,97,97,0,3,1,4,"TA","TA","CollgCr","RL","1Fam","Lvl",0,1,8,2007,1
109900,667,97,0,2,2,1,4,"TA","TA","NAmes","RL","1Fam","Lvl",0,1,7,2006,1
98600,786,118,118,2,2,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",0,1,12,2006,1
163500,1238,86,86,2,2,1,5,"TA","TA","Crawfor","RL","1Fam","HLS",0,1,8,2009,1
133900,667,215,108,2,4,2,6,"TA","TA","OldTown","C (all)","2fmCon","Lvl",1,0,11,2007,2
204750,872,161,75,2,3,1,6,"TA","Gd","CollgCr","RL","1Fam","Lvl",0,1,5,2007,3
185000,904,140,65,2,3,1,6,"Ex","TA","Gilbert","RL","1Fam","Lvl",1,1,4,2009,3
214000,958,151,151,2,3,1,7,"Gd","Gd","CollgCr","RL","1Fam","Lvl",0,1,8,2006,2
94750,1012,86,86,1,3,1,4,"TA","TA","Edwards","RL","1Fam","HLS",0,1,5,2007,1
83000,990,75,43,1,2,1,5,"TA","TA","Edwards","RL","1Fam","Lvl",0,0,5,2010,1
128950,861,118,86,0,3,1,4,"TA","TA","NAmes","RL","1Fam","Lvl",0,1,1,2010,2
205000,990,151,151,2,3,1,6,"TA","Gd","NWAmes","RL","1Fam","Lvl",1,1,2,2010,2
178000,850,161,65,2,3,1,6,"Gd","Gd","SawyerW","RL","1Fam","Lvl",1,1,6,2010,3
118964,657,140,0,2,4,2,5,"TA","TA","SawyerW","RL","Duplex","Bnk",0,1,6,2009,2
198900,969,118,118,3,3,1,7,"TA","Gd","CollgCr","RL","1Fam","Lvl",0,1,5,2010,2
169500,721,172,97,1,4,1,7,"TA","TA","IDOTRR","RM","1Fam","Lvl",1,1,6,2007,2
250000,872,183,97,2,3,1,8,"Gd","Gd","Somerst","FV","1Fam","Lvl",1,1,8,2008,3
1e+05,1001,97,65,1,2,1,4,"TA","TA","OldTown","RM","1Fam","Lvl",0,1,8,2007,1
115000,560,75,75,1,2,1,5,"TA","TA","OldTown","RM","1Fam","Lvl",0,1,4,2008,1
115000,786,140,75,0,3,1,5,"TA","Fa","IDOTRR","RM","1Fam","Lvl",0,0,8,2007,2
190000,1087,172,172,2,3,1,6,"TA","TA","NWAmes","RL","1Fam","Lvl",1,1,1,2010,2
136900,883,172,97,1,4,1,6,"TA","TA","Edwards","RL","1Fam","Lvl",0,1,10,2006,2
180000,721,129,32,2,3,1,7,"TA","TA","Gilbert","RL","1Fam","Lvl",1,1,4,2010,3
383970,926,248,118,3,4,1,7,"Gd","Ex","CollgCr","RL","1Fam","Lvl",1,1,10,2007,3
217000,1948,215,129,2,3,1,6,"TA","Gd","Crawfor","RL","1Fam","Bnk",1,1,10,2007,2
259500,678,215,97,3,3,1,6,"TA","Gd","Crawfor","RL","1Fam","Lvl",1,1,7,2007,3
176000,301,140,65,2,2,1,6,"TA","TA","Somerst","FV","TwnhsE","Lvl",1,1,6,2007,3
139000,1076,97,97,1,3,1,5,"TA","TA","Sawyer","RL","1Fam","Lvl",1,1,9,2009,1
155000,797,108,108,2,2,1,5,"TA","TA","Edwards","RL","1Fam","Lvl",0,1,4,2007,2
320000,1152,301,151,3,5,1,7,"TA","Gd","SawyerW","RL","1Fam","Lvl",1,1,5,2010,3
163990,786,140,65,2,3,1,6,"Gd","Gd","CollgCr","RL","1Fam","Lvl",1,1,7,2006,3
180000,1991,97,86,2,1,1,6,"TA","TA","ClearCr","RL","1Fam","Low",1,1,10,2006,1
1e+05,560,108,65,1,3,1,4,"TA","TA","IDOTRR","RM","1Fam","Lvl",0,1,6,2007,1
136000,883,97,97,1,3,1,6,"TA","TA","NAmes","RL","1Fam","Lvl",0,1,6,2008,1
153900,732,108,108,2,2,1,6,"Gd","Gd","SawyerW","RL","TwnhsE","Lvl",0,1,3,2008,2
181000,1582,151,129,2,3,1,6,"TA","TA","NWAmes","RL","1Fam","Lvl",1,1,1,2009,2
84500,635,75,43,0,2,1,6,"TA","TA","IDOTRR","RM","2fmCon","Lvl",0,0,6,2006,1
128000,463,86,97,2,2,1,6,"TA","TA","NPkVill","RL","TwnhsE","Lvl",1,1,2,2007,2
87000,409,75,65,0,3,1,5,"TA","TA","OldTown","RM","1Fam","Bnk",1,1,6,2007,1
155000,700,129,65,2,3,1,6,"TA","TA","NAmes","RL","1Fam","Lvl",1,1,7,2006,2
150000,829,97,97,2,3,1,5,"TA","Ex","NAmes","RL","1Fam","Lvl",0,1,7,2006,2
226000,1324,205,86,2,4,1,7,"TA","Gd","NAmes","RL","1Fam","Lvl",1,1,5,2006,3
244000,1141,194,97,2,3,1,6,"Gd","Gd","Gilbert","RL","1Fam","Lvl",1,1,7,2009,3
150750,689,118,97,2,3,1,5,"TA","Gd","NAmes","RL","1Fam","Lvl",0,1,7,2007,1
220000,635,118,118,2,2,1,8,"Gd","Gd","Timber","RL","1Fam","Lvl",0,1,6,2009,2
180000,958,161,140,2,3,1,5,"TA","TA","Sawyer","RL","1Fam","Lvl",1,1,7,2006,3
174000,969,151,118,2,3,1,7,"TA","TA","NWAmes","RL","1Fam","Lvl",1,1,5,2008,2
143000,958,108,108,1,3,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",1,1,7,2007,2
171000,1033,183,172,3,5,2,7,"TA","TA","Mitchel","RL","Duplex","Lvl",0,1,7,2006,3
230000,840,172,97,3,3,1,8,"Gd","Gd","CollgCr","RL","1Fam","Lvl",1,1,12,2008,3
231500,1432,161,86,2,3,1,6,"TA","Gd","CollgCr","RL","1Fam","Lvl",0,1,8,2009,3
115000,980,75,75,0,3,1,4,"TA","TA","NAmes","RL","1Fam","Lvl",1,1,4,2010,1
260000,1087,161,161,2,3,1,7,"Gd","Gd","CollgCr","RL","1Fam","Lvl",0,1,1,2006,2
166000,797,129,86,2,4,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",0,1,6,2010,2
204000,958,140,140,2,3,1,7,"Gd","Gd","CollgCr","RL","1Fam","Lvl",0,1,6,2009,2
125000,850,161,161,2,6,2,5,"TA","TA","Sawyer","RM","Duplex","Lvl",0,1,11,2006,2
130000,237,161,86,2,3,1,6,"Gd","Gd","Edwards","RM","Twnhs","Lvl",0,1,4,2006,2
105000,570,86,65,1,2,1,5,"TA","TA","BrkSide","RM","1Fam","Lvl",0,1,11,2009,1
222500,883,194,86,2,3,1,7,"Gd","Gd","Gilbert","RL","1Fam","Lvl",1,1,5,2010,3
141000,700,97,0,0,3,1,7,"TA","Gd","SawyerW","RL","1Fam","Lvl",0,1,4,2008,1
115000,581,129,108,1,3,1,5,"TA","TA","BrkSide","RM","1Fam","Lvl",0,1,4,2006,1
122000,958,86,86,2,3,1,5,"TA","TA","CollgCr","RL","1Fam","Lvl",0,1,1,2007,2
372402,1292,161,161,3,2,1,8,"Gd","Gd","NridgHt","RL","1Fam","Lvl",1,1,1,2008,2
190000,1378,183,75,2,4,1,6,"TA","TA","NWAmes","RL","1Fam","Lvl",1,1,6,2006,3
235000,1259,118,151,2,1,1,6,"TA","TA","ClearCr","RL","1Fam","Lvl",1,1,3,2008,1
125000,1055,108,108,1,4,1,6,"TA","TA","OldTown","RM","1Fam","Lvl",0,1,3,2006,1
79000,893,97,54,0,2,1,6,"TA","TA","Edwards","RL","1Fam","Lvl",0,0,4,2008,1
109500,667,97,0,2,2,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",0,1,6,2006,1
269500,1119,183,75,3,4,1,8,"Gd","Ex","Timber","RL","1Fam","Lvl",1,1,5,2010,3
254900,1163,183,97,2,3,1,7,"Gd","Gd","Somerst","FV","1Fam","Lvl",1,1,5,2010,3
320000,1798,226,129,2,4,1,7,"Gd","Gd","Gilbert","RL","1Fam","HLS",1,1,3,2006,3
162500,1033,118,118,2,3,1,6,"TA","TA","Veenker","RL","1Fam","Lvl",0,1,6,2008,2
412500,1270,248,151,3,3,1,9,"Gd","Ex","NridgHt","RL","1Fam","Lvl",1,1,3,2008,3
220000,1130,140,140,2,3,1,7,"Gd","Gd","NridgHt","RL","1Fam","Lvl",1,1,5,2010,2
103200,506,86,86,0,1,1,4,"TA","TA","OldTown","RL","1Fam","Lvl",0,1,4,2007,1
152000,506,151,108,1,3,1,6,"TA","Gd","OldTown","RM","1Fam","Lvl",0,1,10,2007,2
127500,936,129,65,0,4,2,5,"TA","TA","Edwards","RL","2fmCon","Lvl",0,1,9,2008,2
190000,990,172,118,1,2,1,5,"Gd","TA","ClearCr","RL","1Fam","Lvl",1,1,11,2009,1
325624,980,205,151,3,3,1,8,"Gd","Ex","NridgHt","RL","1Fam","Lvl",1,1,11,2007,2
183500,764,161,75,2,3,1,7,"Gd","Gd","Gilbert","RL","1Fam","Lvl",1,1,5,2007,3
228000,1550,161,161,2,2,1,8,"Gd","TA","Timber","RL","1Fam","Lvl",1,1,1,2006,3
128500,1152,129,65,2,2,1,5,"TA","TA","OldTown","RM","1Fam","Lvl",0,1,5,2007,2
215000,2949,151,97,2,3,1,6,"TA","TA","NAmes","RL","1Fam","Lvl",1,1,5,2010,1
239000,495,161,97,2,2,1,7,"Gd","Gd","StoneBr","RL","TwnhsE","Lvl",1,1,6,2006,2
163000,947,129,129,2,3,1,6,"TA","TA","NAmes","RL","1Fam","Lvl",1,1,6,2008,2
184000,1152,151,151,2,3,1,6,"TA","TA","Timber","RL","1Fam","Lvl",1,1,11,2008,2
243000,1173,205,108,2,4,1,6,"TA","Gd","Edwards","RL","1Fam","Lvl",1,1,6,2007,2
211000,936,194,108,2,4,1,6,"Gd","TA","ClearCr","RL","1Fam","Lvl",1,1,9,2007,3
172500,1270,183,97,2,4,1,5,"Gd","Gd","Sawyer","RL","1Fam","Lvl",1,1,7,2006,2
501837,1615,205,205,3,1,1,9,"Ex","Ex","StoneBr","RL","1Fam","Lvl",1,1,7,2009,2
1e+05,797,86,86,2,2,1,5,"Gd","TA","OldTown","RM","1Fam","Lvl",0,1,7,2007,1
177000,194,140,75,2,3,1,6,"Gd","Gd","Somerst","FV","Twnhs","Lvl",1,1,6,2007,3
200100,700,172,75,1,4,1,7,"TA","TA","Crawfor","RL","1Fam","Lvl",1,1,7,2006,2
120000,840,129,0,1,3,1,5,"TA","TA","Edwards","RL","1Fam","Lvl",1,1,6,2007,1
2e+05,1066,194,129,2,3,1,7,"TA","Gd","OldTown","RM","1Fam","Lvl",0,1,6,2008,3
127000,689,118,43,2,3,1,5,"TA","TA","BrkSide","RL","1Fam","Lvl",0,1,6,2006,1
475000,2131,334,108,3,4,1,10,"Gd","Ex","OldTown","RM","1Fam","Lvl",1,1,6,2006,3
173000,926,108,108,2,3,1,7,"TA","Gd","Mitchel","RL","1Fam","Lvl",0,1,6,2009,2
135000,969,151,65,1,3,1,5,"TA","TA","OldTown","RL","1Fam","Lvl",0,1,8,2009,3
153337,657,118,97,2,2,2,5,"TA","TA","SawyerW","RL","Duplex","Bnk",1,1,6,2009,2
286000,452,151,140,2,0,1,8,"Gd","Ex","StoneBr","RL","TwnhsE","Lvl",1,1,8,2008,2
315000,980,258,75,2,3,1,8,"Gd","Gd","Crawfor","RL","1Fam","Bnk",1,1,12,2007,3
184000,689,140,86,2,4,1,7,"TA","Gd","NAmes","RL","1Fam","Lvl",0,1,6,2007,2
192000,840,129,129,2,3,1,7,"Gd","Gd","CollgCr","RL","1Fam","Lvl",0,1,9,2009,2
130000,237,161,86,2,3,1,7,"Gd","Gd","Edwards","RM","Twnhs","Lvl",0,1,5,2006,2
127000,667,75,75,1,3,1,5,"TA","TA","CollgCr","RL","1Fam","Lvl",0,1,5,2008,1
148500,215,140,75,2,3,1,6,"TA","TA","NPkVill","RL","Twnhs","Lvl",1,1,7,2009,3
311872,872,161,161,3,3,1,7,"Ex","Ex","Somerst","RL","1Fam","Lvl",1,1,9,2007,2
235000,2357,291,129,2,4,1,8,"Gd","Gd","NAmes","RL","1Fam","Lvl",1,1,3,2006,2
104000,517,205,75,0,5,1,6,"TA","TA","OldTown","RM","1Fam","Lvl",0,1,7,2009,1
